StudentID,AcademicYear,Semester,CourseCode,CourseID,CourseName
79,111,1,3105059,306184,電力電子電路分析與設計
80,111,1,3114703,303749,實務專題(二)
80,111,1,3104092,303786,控制系統實習
80,111,1,AB03004,309554,電子商務
80,111,1,3105006,309793,電子電路分析與設計
81,111,1,5703110,309794,創業講座—創業是一場馬拉松
81,111,1,AB01026,310176,金融常識與職業道德
81,111,1,1415012,310119,媒體、企業與政治
81,111,1,3104092,303786,控制系統實習
81,111,1,3114703,303749,實務專題(二)
82,111,1,3103034,304564,數位系統
82,111,1,AB03004,309554,電子商務
82,111,1,AA04028,309749,國際觀培養:越南文化與語言(一)
82,111,1,3114703,303749,實務專題(二)
83,111,1,3844010,304179,創新講座-創意與創新思維(一)
83,111,1,3114703,303749,實務專題(二)
83,111,1,5704021,309887,企業經營與診斷
83,111,1,3104011,303752,配電工程
83,111,1,AB02004,305568,管理學
83,111,1,5703110,309794,創業講座—創業是一場馬拉松
84,111,1,1410128,310082,台灣的歷史與古蹟
84,111,1,3101098,305658,程式設計與實習
84,111,1,3103011,304542,電力系統(一)
84,111,1,9100149,310058,民法債編
84,111,1,3114703,303749,實務專題(二)
85,111,1,3104104,308809,機器人與自動化應用
85,111,1,3103011,304542,電力系統(一)
85,111,1,3104011,303752,配電工程
85,111,1,3103037,304547,電力電子學
85,111,1,3114703,303749,實務專題(二)
85,111,1,3104092,303756,控制系統實習
85,111,1,3104130,308806,機器學習基礎
86,111,1,3114703,303749,實務專題(二)
86,111,1,AB02023,305575,商用程式設計
86,111,1,1410081,309970,藝術概論
86,111,1,1412021,309961,臺灣近現代戰爭史
87,111,1,3801079,305903,攝影學
87,111,1,9100149,310058,民法債編
87,111,1,AB01026,310176,金融常識與職業道德
87,111,1,3104092,303756,控制系統實習
87,111,1,0460008,308959,教育議題專題
87,111,1,3104130,308806,機器學習基礎
87,111,1,3105059,306184,電力電子電路分析與設計
87,111,1,0462102,308862,課程設計與教學
87,111,1,AB03004,309554,電子商務
87,111,1,0461102,308860,教育心理學
87,111,1,3114703,303749,實務專題(二)
88,111,1,3114703,303749,實務專題(二)
88,111,1,3104092,303756,控制系統實習
88,111,1,AB03004,309554,電子商務
88,111,1,1410206,310026,台灣科技發展史
88,111,1,3902015,304924,建築環境控制系統(一)
89,111,1,AB03004,309554,電子商務
89,111,1,AA04028,309749,國際觀培養:越南文化與語言(一)
89,111,1,3103034,304564,數位系統
89,111,1,3114703,303749,實務專題(二)
90,111,1,3102081,305182,電子學(一)
90,111,1,3114703,303749,實務專題(二)
90,111,1,3603096,304819,FPGA系統設計實務
90,111,1,3103011,304542,電力系統(一)
90,111,1,3501014,309528,科技日文
90,111,1,3104092,303786,控制系統實習
90,111,1,3101098,305690,程式設計與實習
90,111,1,6501002,306006,計算機概論
91,111,1,3102104,305188,計算機網路
91,111,1,3103011,304580,電力系統(一)
91,111,1,3114703,303749,實務專題(二)
91,111,1,3102081,305182,電子學(一)
91,111,1,3102097,305198,機率
91,111,1,3104092,303756,控制系統實習
91,111,1,3101098,305690,程式設計與實習
92,111,1,3101099,305675,數位邏輯設計
92,111,1,3104092,303816,控制系統實習
92,111,1,3101098,305658,程式設計與實習
92,111,1,1418009,310015,創業與國際貿易
92,111,1,1404006,305669,國文
92,111,1,3114703,303779,實務專題(二)
93,111,1,3102081,305182,電子學(一)
93,111,1,3114703,303779,實務專題(二)
93,111,1,3101098,305658,程式設計與實習
93,111,1,1401039,305687,微積分及演練
93,111,1,3103034,304545,數位系統
93,111,1,5703026,304994,國際金融
94,111,1,3733002,304873,生產排程
94,111,1,3722008,309294,電商多媒體設計實務
94,111,1,AB03016,305083,企業倫理
94,111,1,3114703,303779,實務專題(二)
95,111,1,3722008,309294,電商多媒體設計實務
95,111,1,3733002,304873,生產排程
95,111,1,AB03016,305083,企業倫理
95,111,1,3114703,303779,實務專題(二)
96,111,1,3114703,303779,實務專題(二)
96,111,1,3601005,306039,數位邏輯設計
96,111,1,3104092,303786,控制系統實習
96,111,1,3103011,304542,電力系統(一)
96,111,1,3102081,305182,電子學(一)
96,111,1,3102082,305170,工程數學(一)
97,111,1,3104092,303816,控制系統實習
97,111,1,3102093,304560,微處理機實習
97,111,1,3101098,305658,程式設計與實習
97,111,1,1412021,309961,臺灣近現代戰爭史
97,111,1,3114703,303779,實務專題(二)
98,111,1,3114703,303779,實務專題(二)
98,111,1,3101082,305181,電路學(一)
98,111,1,3104092,303756,控制系統實習
98,111,1,3103011,304580,電力系統(一)
98,111,1,3101098,305658,程式設計與實習
98,111,1,3102097,305185,機率
98,111,1,1401039,305687,微積分及演練
98,111,1,3102081,305182,電子學(一)
99,111,1,1412018,310115,台灣歷史與文化
99,111,1,1411021,309998,生活美學
99,111,1,AB03004,309554,電子商務
99,111,1,3104092,303816,控制系統實習
99,111,1,3114703,303779,實務專題(二)
100,111,1,3114703,303779,實務專題(二)
100,111,1,1410085,310007,歌劇欣賞
100,111,1,1412013,309951,戰爭影像與戰爭史
100,111,1,1412021,309961,臺灣近現代戰爭史
100,111,1,AB02008,305569,投資學
100,111,1,1416019,309977,Python程式設計概論與應用
100,111,1,3703070,304862,企業倫理
100,111,1,1400029,310394,校外實習
101,111,1,3114703,303779,實務專題(二)
101,111,1,3703070,304862,企業倫理
101,111,1,1400029,310394,校外實習
101,111,1,AB03004,309554,電子商務
101,111,1,AB02023,305575,商用程式設計
101,111,1,3102082,305183,工程數學(一)
101,111,1,AB02004,305568,管理學
102,111,1,1400029,310394,校外實習
102,111,1,AA04055,309687,學術英語口說與寫作
102,111,1,AA04043,309750,國際觀培養:德文(二)
102,111,1,3104092,303786,控制系統實習
102,111,1,6504582,309432,深度學習與物聯網應用
102,111,1,3114703,303779,實務專題(二)
102,111,1,3104104,308809,機器人與自動化應用
103,111,1,5901209,305993,計算機程式設計(一)
103,111,1,1418004,309984,創業與財務概論
103,111,1,3104092,303816,控制系統實習
103,111,1,AB01004,306112,計算機概論
103,111,1,3114703,303779,實務專題(二)
104,111,1,3105059,306184,電力電子電路分析與設計
104,111,1,AB01026,310176,金融常識與職業道德
104,111,1,3104092,303756,控制系統實習
104,111,1,3114703,303779,實務專題(二)
105,111,1,3102097,305185,機率
105,111,1,3101082,305181,電路學(一)
105,111,1,1400520,309694,語文測驗(一)
105,111,1,3104092,303756,控制系統實習
105,111,1,3101098,305674,程式設計與實習
105,111,1,3102081,305182,電子學(一)
106,111,1,AB01026,310176,金融常識與職業道德
106,111,1,3114703,303779,實務專題(二)
106,111,1,3104092,303786,控制系統實習
106,111,1,AB03004,309554,電子商務
107,111,1,AB02004,305568,管理學
107,111,1,1400029,310394,校外實習
107,111,1,3104092,303786,控制系統實習
107,111,1,AB01026,310176,金融常識與職業道德
107,111,1,3114703,303779,實務專題(二)
107,111,1,5703026,304994,國際金融
107,111,1,AB01004,306112,計算機概論
107,111,1,1416025,310086,人工智慧與量子計算應用介紹
108,111,1,3114703,303779,實務專題(二)
108,111,1,1400029,310394,校外實習
108,111,1,1001002,309448,體育
108,111,1,1400520,309695,語文測驗(一)
108,111,1,AB01004,306112,計算機概論
108,111,1,3104092,303816,控制系統實習
108,111,1,5903301,305020,視窗程式設計
108,111,1,5901209,305993,計算機程式設計(一)
108,111,1,5903203,305016,計算機網路
109,111,1,3114703,303779,實務專題(二)
109,111,1,3104092,303786,控制系統實習
109,111,1,AA04028,309749,國際觀培養:越南文化與語言(一)
109,111,1,AA01011,309740,國際觀培養:德文(一)
109,111,1,1418001,309957,創新與創業
110,111,1,AB02008,305569,投資學
110,111,1,3114703,303779,實務專題(二)
110,111,1,6504573,309881,半導體元件物理含實習
110,111,1,3104092,303816,控制系統實習
110,111,1,1400029,310394,校外實習
111,111,1,3114703,303779,實務專題(二)
111,111,1,1400029,310394,校外實習
111,111,1,3722008,305378,電商多媒體設計實務
111,111,1,3104092,303756,控制系統實習
111,111,1,5703026,304994,國際金融
111,111,1,1412019,310107,歷史名著選讀
111,111,1,3101099,305675,數位邏輯設計
112,111,1,3114703,303779,實務專題(二)
112,111,1,AB02008,305569,投資學
112,111,1,1400029,310394,校外實習
112,111,1,3104092,303816,控制系統實習
112,111,1,5703031,304995,財務報表分析
112,111,1,4403011,308889,鐵道產業導論
113,111,1,AB02023,305575,商用程式設計
113,111,1,3114703,303779,實務專題(二)
113,111,1,1400520,309695,語文測驗(一)
113,111,1,3104092,303816,控制系統實習
113,111,1,AB01004,306112,計算機概論
113,111,1,3101098,305690,程式設計與實習
113,111,1,1412019,310107,歷史名著選讀
114,111,1,1404006,305743,國文
114,111,1,1418001,309957,創新與創業
114,111,1,1412019,310107,歷史名著選讀
114,111,1,1001002,309621,體育
114,111,1,3114703,303779,實務專題(二)
114,111,1,3104092,303816,控制系統實習
115,111,1,1400029,310394,校外實習
115,111,1,3104092,303756,控制系統實習
115,111,1,3114703,303779,實務專題(二)
115,111,1,3101098,305658,程式設計與實習
115,111,1,AA04055,309686,學術英語口說與寫作
115,111,1,3103011,304561,電力系統(一)
115,111,1,3103034,304564,數位系統
115,111,1,1404006,305743,國文
116,111,1,1400520,309697,語文測驗(一)
116,111,1,AB01026,310176,金融常識與職業道德
116,111,1,1412019,310107,歷史名著選讀
116,111,1,3114703,303779,實務專題(二)
117,111,1,1416025,310086,人工智慧與量子計算應用介紹
117,111,1,3101098,305658,程式設計與實習
117,111,1,3104092,303816,控制系統實習
117,111,1,3114703,303779,實務專題(二)
117,111,1,AB02023,305575,商用程式設計
117,111,1,3102082,305196,工程數學(一)
117,111,1,AB03019,309552,金融科技
118,111,1,3114703,303779,實務專題(二)
118,111,1,AB01004,306112,計算機概論
118,111,1,AB02004,305568,管理學
118,111,1,1400029,310394,校外實習
118,111,1,1411001,310097,文化概論
118,111,1,3104092,303816,控制系統實習
119,111,1,AB02004,305568,管理學
119,111,1,3104092,303816,控制系統實習
119,111,1,5703110,309794,創業講座—創業是一場馬拉松
119,111,1,1412019,310107,歷史名著選讀
119,111,1,3114703,303779,實務專題(二)
120,111,1,3114703,303779,實務專題(二)
120,111,1,3104092,303816,控制系統實習
120,111,1,3103011,304561,電力系統(一)
120,111,1,3103034,304564,數位系統
120,111,1,3101098,305658,程式設計與實習
120,111,1,1404006,305743,國文
120,111,1,1401039,305687,微積分及演練
120,111,1,AB02023,305575,商用程式設計
120,111,1,3102082,305196,工程數學(一)
120,111,1,1001002,309621,體育
121,111,1,3114703,303779,實務專題(二)
121,111,1,AB03004,309554,電子商務
121,111,1,AB01026,310176,金融常識與職業道德
121,111,1,3104092,303786,控制系統實習
122,111,1,1001002,309652,體育
122,111,1,AC03516,308992,智慧空間互動程式設計
122,111,1,3114703,303779,實務專題(二)
122,111,1,3104092,303816,控制系統實習
122,111,1,AC02001,305580,人機介面設計
122,111,1,3102093,304579,微處理機實習
122,111,1,1410088,309988,法學概論
122,111,1,3103011,304542,電力系統(一)
122,111,1,AC13504,308993,行動裝置遊戲設計企劃
122,111,1,AC02512,305590,數位音樂與聲音設計
123,111,1,3703070,304862,企業倫理
123,111,1,AB03004,309554,電子商務
123,111,1,1410088,309988,法學概論
123,111,1,3114703,303779,實務專題(二)
123,111,1,3733002,304873,生產排程
124,111,1,3733002,304873,生產排程
124,111,1,3114703,303779,實務專題(二)
124,111,1,3103016,304543,電機機械(一)
124,111,1,1001002,309467,體育
124,111,1,3703070,304862,企業倫理
124,111,1,3101099,305659,數位邏輯設計
124,111,1,1418009,310015,創業與國際貿易
125,111,1,3104092,303786,控制系統實習
125,111,1,5704020,304249,策略管理
125,111,1,3102081,305182,電子學(一)
125,111,1,3844010,304179,創新講座-創意與創新思維(一)
125,111,1,3102082,305170,工程數學(一)
125,111,1,3114703,303779,實務專題(二)
125,111,1,5702005,305469,行銷管理
126,111,1,3104092,303816,控制系統實習
126,111,1,3101098,305658,程式設計與實習
126,111,1,AB02023,305575,商用程式設計
126,111,1,3114703,303779,實務專題(二)
126,111,1,1414001,310084,憲法與人權
126,111,1,1412019,310089,歷史名著選讀
126,111,1,1400029,310394,校外實習
127,111,1,1400029,310394,校外實習
127,111,1,3102081,305195,電子學(一)
127,111,1,AB02023,305575,商用程式設計
127,111,1,3102093,304541,微處理機實習
127,111,1,3104092,303756,控制系統實習
127,111,1,3101098,305658,程式設計與實習
127,111,1,3102082,305196,工程數學(一)
127,111,1,3102097,305198,機率
127,111,1,1411002,309979,文學概論
127,111,1,5703110,309794,創業講座—創業是一場馬拉松
127,111,1,3103011,304561,電力系統(一)
127,111,1,3114703,303779,實務專題(二)
128,111,1,3105118,308800,永磁同步電動機之理論與控制
128,111,1,3114703,303779,實務專題(二)
128,111,1,AB02004,305568,管理學
128,111,1,3104092,303756,控制系統實習
128,111,1,3105059,306184,電力電子電路分析與設計
129,111,1,AB02004,305568,管理學
129,111,1,3105118,308800,永磁同步電動機之理論與控制
129,111,1,3104092,303756,控制系統實習
129,111,1,3114703,303779,實務專題(二)
130,111,1,1410088,309988,法學概論
130,111,1,3114703,303779,實務專題(二)
130,111,1,AB03019,309552,金融科技
130,111,1,3102082,305196,工程數學(一)
130,111,1,3102093,304541,微處理機實習
130,111,1,3104092,303756,控制系統實習
130,111,1,AB02023,305575,商用程式設計
130,111,1,3101098,305658,程式設計與實習
131,111,1,3101098,305690,程式設計與實習
131,111,1,1400029,310394,校外實習
131,111,1,1410101,310017,藝術欣賞
131,111,1,5703110,309794,創業講座—創業是一場馬拉松
131,111,1,1410088,309988,法學概論
131,111,1,3104092,303786,控制系統實習
131,111,1,3114703,303779,實務專題(二)
132,111,1,3101098,305658,程式設計與實習
132,111,1,3101082,305168,電路學(一)
132,111,1,3114703,303779,實務專題(二)
132,111,1,3102097,305198,機率
132,111,1,3102081,305195,電子學(一)
132,111,1,1400029,310394,校外實習
