,修課學年,修課學期,學號_id,姓名_id,學院名稱,系所名稱,班級名稱,授課班級碼,授課班級,課號,課程編碼,課程名稱,教師員編,授課教師,課程類別,必選修別,學分數,選課狀況
5861,111,1,504.0,33.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304559,3103064,訊號與系統,10981,郭天穎,▲,必,3.0,
5862,111,1,504.0,33.0,電資學院,電機工程系,電機三乙,2549,經管三,309794,5703110,創業講座—創業是一場馬拉松,11429,吳斯偉,★,選,1.0,
5863,111,1,504.0,33.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304543,3103016,電機機械(一),11980,林子喬,★,選,3.0,
5864,111,1,505.0,946.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304561,3103011,電力系統(一),10505,張朝陽,★,選,3.0,
5865,111,1,505.0,946.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304543,3103016,電機機械(一),11980,林子喬,★,選,3.0,
5866,111,1,505.0,946.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304559,3103064,訊號與系統,10981,郭天穎,▲,必,3.0,
5867,111,1,505.0,946.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304560,3102093,微處理機實習,11215,黃明熙,★,選,1.0,撤選
5868,111,1,505.0,946.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304566,3103037,電力電子學,11214,歐勝源,★,選,3.0,
5869,111,1,505.0,946.0,電資學院,電機工程系,電機三乙,2886,博雅課程(十三),310098,1411021,生活美學,24187,陳俞君,△,必,2.0,
5870,111,1,505.0,946.0,電資學院,電機工程系,電機三乙,2887,博雅課程(十四),310105,1410082,音樂欣賞,22642,陳靜慧,△,必,2.0,撤選
5871,111,1,505.0,946.0,電資學院,電機工程系,電機三乙,2531,電機三丙,304543,3103016,電機機械(一),11980,林子喬,★,選,3.0,
5872,111,1,505.0,946.0,電資學院,電機工程系,電機三乙,2529,電機三甲,304543,3103016,電機機械(一),11980,林子喬,★,選,3.0,
5873,111,1,505.0,946.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304564,3103034,數位系統,12356,劉俊麟,★,選,3.0,
5874,111,1,506.0,1147.0,電資學院,電機工程系,電機三乙,2887,博雅課程(十四),310113,1418008,創業之品牌管理與行銷,23725,陳月平,△,必,2.0,
5875,111,1,506.0,1147.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304564,3103034,數位系統,12356,劉俊麟,★,選,3.0,
5876,111,1,506.0,1147.0,電資學院,電機工程系,電機三乙,2772,機電學院(大),310658,C005006,半導體機台基礎,11018,曾百由,★,選,2.0,
5877,111,1,506.0,1147.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304561,3103011,電力系統(一),10505,張朝陽,★,選,3.0,
5878,111,1,506.0,1147.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304543,3103016,電機機械(一),11980,林子喬,★,選,3.0,
5879,111,1,506.0,1147.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304551,3103081,電磁學,21750,陳瑞鑫,★,選,3.0,
5880,111,1,506.0,1147.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304566,3103037,電力電子學,11214,歐勝源,★,選,3.0,
5881,111,1,506.0,1147.0,電資學院,電機工程系,電機三乙,2531,電機三丙,304543,3103016,電機機械(一),11980,林子喬,★,選,3.0,
5882,111,1,506.0,1147.0,電資學院,電機工程系,電機三乙,2529,電機三甲,304543,3103016,電機機械(一),11980,林子喬,★,選,3.0,
5883,111,1,506.0,1147.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304559,3103064,訊號與系統,10981,郭天穎,▲,必,3.0,
5884,111,1,506.0,1147.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304560,3102093,微處理機實習,11215,黃明熙,★,選,1.0,
5885,111,1,506.0,1147.0,電資學院,電機工程系,電機三乙,2886,博雅課程(十三),310100,1410210,博雅講座(二),11828,鄭怡雯,△,必,2.0,
5886,111,1,506.0,1147.0,電資學院,電機工程系,電機三乙,2529,電機三甲,304551,3103081,電磁學,21750,陳瑞鑫,★,選,3.0,
5887,111,1,507.0,606.0,電資學院,電機工程系,電機三乙,2530,電機三乙,308791,3104024,機電整合,22963,龍仁光,★,選,3.0,
5888,111,1,507.0,606.0,電資學院,電機工程系,電機三乙,2531,電機三丙,308791,3104024,機電整合,22963,龍仁光,★,選,3.0,
5889,111,1,507.0,606.0,電資學院,電機工程系,電機三乙,2558,資財三甲,305083,AB03016,企業倫理,22697,張桂綸,▲,必,2.0,
5890,111,1,507.0,606.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304566,3103037,電力電子學,11214,歐勝源,★,選,3.0,
5891,111,1,507.0,606.0,電資學院,電機工程系,電機三乙,2529,電機三甲,308791,3104024,機電整合,22963,龍仁光,★,選,3.0,
5892,111,1,507.0,606.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304561,3103011,電力系統(一),10505,張朝陽,★,選,3.0,
5893,111,1,507.0,606.0,電資學院,電機工程系,電機三乙,2887,博雅課程(十四),310112,1416016,營養、運動與健康,22640,施宛君,△,必,2.0,
5894,111,1,507.0,606.0,電資學院,電機工程系,電機三乙,2656,電機二乙,305183,3102082,工程數學(一),10461,陳文學,▲,必,3.0,
5895,111,1,507.0,606.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304559,3103064,訊號與系統,10981,郭天穎,▲,必,3.0,
5896,111,1,507.0,606.0,電資學院,電機工程系,電機三乙,2778,電機一乙,305671,1401039,微積分及演練,10454,林清炎,▲,必,3.0,
5897,111,1,507.0,606.0,電資學院,電機工程系,電機三乙,2763,博雅課程(七),310010,1410042,國際關係,23948,何揚,△,必,2.0,
5898,111,1,508.0,1506.0,電資學院,電機工程系,電機三乙,2529,電機三甲,308791,3104024,機電整合,22963,龍仁光,★,選,3.0,
5899,111,1,508.0,1506.0,電資學院,電機工程系,電機三乙,2887,博雅課程(十四),310112,1416016,營養、運動與健康,22640,施宛君,△,必,2.0,
5900,111,1,508.0,1506.0,電資學院,電機工程系,電機三乙,2531,電機三丙,304546,3103035,作業系統,10333,柯明仁,★,選,3.0,
5901,111,1,508.0,1506.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304561,3103011,電力系統(一),10505,張朝陽,★,選,3.0,
5902,111,1,508.0,1506.0,電資學院,電機工程系,電機三乙,2530,電機三乙,308791,3104024,機電整合,22963,龍仁光,★,選,3.0,
5903,111,1,508.0,1506.0,電資學院,電機工程系,電機三乙,2529,電機三甲,304543,3103016,電機機械(一),11980,林子喬,★,選,3.0,
5904,111,1,508.0,1506.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304543,3103016,電機機械(一),11980,林子喬,★,選,3.0,
5905,111,1,508.0,1506.0,電資學院,電機工程系,電機三乙,2529,電機三甲,304546,3103035,作業系統,10333,柯明仁,★,選,3.0,
5906,111,1,508.0,1506.0,電資學院,電機工程系,電機三乙,2531,電機三丙,308791,3104024,機電整合,22963,龍仁光,★,選,3.0,
5907,111,1,508.0,1506.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304566,3103037,電力電子學,11214,歐勝源,★,選,3.0,
5908,111,1,508.0,1506.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304546,3103035,作業系統,10333,柯明仁,★,選,3.0,
5909,111,1,508.0,1506.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304560,3102093,微處理機實習,11215,黃明熙,★,選,1.0,
5910,111,1,508.0,1506.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304559,3103064,訊號與系統,10981,郭天穎,▲,必,3.0,
5911,111,1,508.0,1506.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304564,3103034,數位系統,12356,劉俊麟,★,選,3.0,
5912,111,1,508.0,1506.0,電資學院,電機工程系,電機三乙,2531,電機三丙,304543,3103016,電機機械(一),11980,林子喬,★,選,3.0,
5913,111,1,509.0,334.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304560,3102093,微處理機實習,11215,黃明熙,★,選,1.0,
5914,111,1,509.0,334.0,電資學院,電機工程系,電機三乙,2558,資財三甲,305083,AB03016,企業倫理,22697,張桂綸,▲,必,2.0,
5915,111,1,509.0,334.0,電資學院,電機工程系,電機三乙,2529,電機三甲,304543,3103016,電機機械(一),11980,林子喬,★,選,3.0,
5916,111,1,509.0,334.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304561,3103011,電力系統(一),10505,張朝陽,★,選,3.0,
5917,111,1,509.0,334.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304566,3103037,電力電子學,11214,歐勝源,★,選,3.0,
5918,111,1,509.0,334.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304564,3103034,數位系統,12356,劉俊麟,★,選,3.0,
5919,111,1,509.0,334.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304543,3103016,電機機械(一),11980,林子喬,★,選,3.0,
5920,111,1,509.0,334.0,電資學院,電機工程系,電機三乙,2888,博雅課程(十五),310121,1418002,創新思考,22456,胡興梅,△,必,2.0,
5921,111,1,509.0,334.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304559,3103064,訊號與系統,10981,郭天穎,▲,必,3.0,
5922,111,1,509.0,334.0,電資學院,電機工程系,電機三乙,2886,博雅課程(十三),310103,1416009,環境與自然保育,20778,楊文龍,△,必,2.0,
5923,111,1,509.0,334.0,電資學院,電機工程系,電機三乙,2531,電機三丙,304543,3103016,電機機械(一),11980,林子喬,★,選,3.0,
5924,111,1,509.0,334.0,電資學院,電機工程系,電機三乙,2684,資財二甲,305575,AB02023,商用程式設計,24065,趙以選,★,選,3.0,
5925,111,1,510.0,1333.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304564,3103034,數位系統,12356,劉俊麟,★,選,3.0,
5926,111,1,510.0,1333.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304566,3103037,電力電子學,11214,歐勝源,★,選,3.0,
5927,111,1,510.0,1333.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304551,3103081,電磁學,21750,陳瑞鑫,★,選,3.0,撤選
5928,111,1,510.0,1333.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304561,3103011,電力系統(一),10505,張朝陽,★,選,3.0,
5929,111,1,510.0,1333.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304559,3103064,訊號與系統,10981,郭天穎,▲,必,3.0,
5930,111,1,510.0,1333.0,電資學院,電機工程系,電機三乙,2684,資財二甲,305575,AB02023,商用程式設計,24065,趙以選,★,選,3.0,
5931,111,1,510.0,1333.0,電資學院,電機工程系,電機三乙,2529,電機三甲,304551,3103081,電磁學,21750,陳瑞鑫,★,選,3.0,撤選
5932,111,1,510.0,1333.0,電資學院,電機工程系,電機三乙,2886,博雅課程(十三),310098,1411021,生活美學,24187,陳俞君,△,必,2.0,
5933,111,1,510.0,1333.0,電資學院,電機工程系,電機三乙,2397,創新創業(大),309858,AA04056,職涯講座課程,11505,王貞淑,★,選,1.0,
5934,111,1,510.0,1333.0,電資學院,電機工程系,電機三乙,2887,博雅課程(十四),310108,1415017,職場倫理,11896,蔡佩珊,△,必,2.0,
5935,111,1,511.0,1437.0,電資學院,電機工程系,電機三乙,2887,博雅課程(十四),310108,1415017,職場倫理,11896,蔡佩珊,△,必,2.0,
5936,111,1,511.0,1437.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304564,3103034,數位系統,12356,劉俊麟,★,選,3.0,
5937,111,1,511.0,1437.0,電資學院,電機工程系,電機三乙,2529,電機三甲,308791,3104024,機電整合,22963,龍仁光,★,選,3.0,
5938,111,1,511.0,1437.0,電資學院,電機工程系,電機三乙,2529,電機三甲,304551,3103081,電磁學,21750,陳瑞鑫,★,選,3.0,
5939,111,1,511.0,1437.0,電資學院,電機工程系,電機三乙,2531,電機三丙,304579,3102093,微處理機實習,12085,唐丞譽,★,選,1.0,
5940,111,1,511.0,1437.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304551,3103081,電磁學,21750,陳瑞鑫,★,選,3.0,
5941,111,1,511.0,1437.0,電資學院,電機工程系,電機三乙,2531,電機三丙,308791,3104024,機電整合,22963,龍仁光,★,選,3.0,
5942,111,1,511.0,1437.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304559,3103064,訊號與系統,10981,郭天穎,▲,必,3.0,
5943,111,1,511.0,1437.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304561,3103011,電力系統(一),10505,張朝陽,★,選,3.0,
5944,111,1,511.0,1437.0,電資學院,電機工程系,電機三乙,2530,電機三乙,308791,3104024,機電整合,22963,龍仁光,★,選,3.0,
5945,111,1,511.0,1437.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304566,3103037,電力電子學,11214,歐勝源,★,選,3.0,
5946,111,1,512.0,1382.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304564,3103034,數位系統,12356,劉俊麟,★,選,3.0,
5947,111,1,512.0,1382.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304566,3103037,電力電子學,11214,歐勝源,★,選,3.0,
5948,111,1,512.0,1382.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304551,3103081,電磁學,21750,陳瑞鑫,★,選,3.0,
5949,111,1,512.0,1382.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304559,3103064,訊號與系統,10981,郭天穎,▲,必,3.0,
5950,111,1,512.0,1382.0,電資學院,電機工程系,電機三乙,2777,電機一甲,305658,3101098,程式設計與實習,11439,張正春,▲,必,3.0,
5951,111,1,512.0,1382.0,電資學院,電機工程系,電機三乙,2531,電機三丙,308791,3104024,機電整合,22963,龍仁光,★,選,3.0,
5952,111,1,512.0,1382.0,電資學院,電機工程系,電機三乙,2762,博雅課程(六),310004,1416019,Python程式設計概論與應用,12347,王李吉,△,必,2.0,
5953,111,1,512.0,1382.0,電資學院,電機工程系,電機三乙,1678,校院級課程(大),310394,1400029,校外實習,,,△,必,2.0,
5954,111,1,512.0,1382.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304561,3103011,電力系統(一),10505,張朝陽,★,選,3.0,
5955,111,1,512.0,1382.0,電資學院,電機工程系,電機三乙,2529,電機三甲,304551,3103081,電磁學,21750,陳瑞鑫,★,選,3.0,
5956,111,1,512.0,1382.0,電資學院,電機工程系,電機三乙,2529,電機三甲,308791,3104024,機電整合,22963,龍仁光,★,選,3.0,
5957,111,1,512.0,1382.0,電資學院,電機工程系,電機三乙,2772,機電學院(大),310658,C005006,半導體機台基礎,11018,曾百由,★,選,2.0,
5958,111,1,512.0,1382.0,電資學院,電機工程系,電機三乙,2530,電機三乙,308791,3104024,機電整合,22963,龍仁光,★,選,3.0,
5959,111,1,513.0,1177.0,電資學院,電機工程系,電機三乙,2886,博雅課程(十三),310103,1416009,環境與自然保育,20778,楊文龍,△,必,2.0,
5960,111,1,513.0,1177.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304561,3103011,電力系統(一),10505,張朝陽,★,選,3.0,
5961,111,1,513.0,1177.0,電資學院,電機工程系,電機三乙,2531,電機三丙,304543,3103016,電機機械(一),11980,林子喬,★,選,3.0,
5962,111,1,513.0,1177.0,電資學院,電機工程系,電機三乙,2529,電機三甲,304551,3103081,電磁學,21750,陳瑞鑫,★,選,3.0,
5963,111,1,513.0,1177.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304559,3103064,訊號與系統,10981,郭天穎,▲,必,3.0,
5964,111,1,513.0,1177.0,電資學院,電機工程系,電機三乙,2529,電機三甲,304543,3103016,電機機械(一),11980,林子喬,★,選,3.0,
5965,111,1,513.0,1177.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304566,3103037,電力電子學,11214,歐勝源,★,選,3.0,
5966,111,1,513.0,1177.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304564,3103034,數位系統,12356,劉俊麟,★,選,3.0,
5967,111,1,513.0,1177.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304551,3103081,電磁學,21750,陳瑞鑫,★,選,3.0,
5968,111,1,513.0,1177.0,電資學院,電機工程系,電機三乙,2684,資財二甲,305575,AB02023,商用程式設計,24065,趙以選,★,選,3.0,
5969,111,1,513.0,1177.0,電資學院,電機工程系,電機三乙,2887,博雅課程(十四),310107,1412019,歷史名著選讀,24095,劉夏如,△,必,2.0,
5970,111,1,513.0,1177.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304543,3103016,電機機械(一),11980,林子喬,★,選,3.0,
5971,111,1,514.0,561.0,電資學院,電機工程系,電機三乙,2531,電機三丙,304546,3103035,作業系統,10333,柯明仁,★,選,3.0,
5972,111,1,514.0,561.0,電資學院,電機工程系,電機三乙,2887,博雅課程(十四),310113,1418008,創業之品牌管理與行銷,23725,陳月平,△,必,2.0,
5973,111,1,514.0,561.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304559,3103064,訊號與系統,10981,郭天穎,▲,必,3.0,
5974,111,1,514.0,561.0,電資學院,電機工程系,電機三乙,2529,電機三甲,304546,3103035,作業系統,10333,柯明仁,★,選,3.0,
5975,111,1,514.0,561.0,電資學院,電機工程系,電機三乙,2531,電機三丙,304543,3103016,電機機械(一),11980,林子喬,★,選,3.0,
5976,111,1,514.0,561.0,電資學院,電機工程系,電機三乙,2529,電機三甲,304551,3103081,電磁學,21750,陳瑞鑫,★,選,3.0,
5977,111,1,514.0,561.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304554,3103108,衛星科技與工程導論,12303,張致遠,★,選,3.0,
5978,111,1,514.0,561.0,電資學院,電機工程系,電機三乙,2529,電機三甲,304554,3103108,衛星科技與工程導論,12303,張致遠,★,選,3.0,
5979,111,1,514.0,561.0,電資學院,電機工程系,電機三乙,2529,電機三甲,304543,3103016,電機機械(一),11980,林子喬,★,選,3.0,
5980,111,1,514.0,561.0,電資學院,電機工程系,電機三乙,2886,博雅課程(十三),310104,1418002,創新思考,10821,林榮禾,△,必,2.0,
5981,111,1,514.0,561.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304543,3103016,電機機械(一),11980,林子喬,★,選,3.0,
5982,111,1,514.0,561.0,電資學院,電機工程系,電機三乙,2531,電機三丙,304554,3103108,衛星科技與工程導論,12303,張致遠,★,選,3.0,
5983,111,1,514.0,561.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304551,3103081,電磁學,21750,陳瑞鑫,★,選,3.0,
5984,111,1,514.0,561.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304546,3103035,作業系統,10333,柯明仁,★,選,3.0,
5985,111,1,514.0,561.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304561,3103011,電力系統(一),10505,張朝陽,★,選,3.0,
5986,111,1,514.0,561.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304560,3102093,微處理機實習,11215,黃明熙,★,選,1.0,
5987,111,1,515.0,210.0,電資學院,電機工程系,電機三乙,2887,博雅課程(十四),310111,1415021,親密關係,22357,鄭雪美,△,必,2.0,
5988,111,1,515.0,210.0,電資學院,電機工程系,電機三乙,2529,電機三甲,308791,3104024,機電整合,22963,龍仁光,★,選,3.0,
5989,111,1,515.0,210.0,電資學院,電機工程系,電機三乙,2531,電機三丙,304543,3103016,電機機械(一),11980,林子喬,★,選,3.0,
5990,111,1,515.0,210.0,電資學院,電機工程系,電機三乙,2529,電機三甲,304554,3103108,衛星科技與工程導論,12303,張致遠,★,選,3.0,
5991,111,1,515.0,210.0,電資學院,電機工程系,電機三乙,2529,電機三甲,304546,3103035,作業系統,10333,柯明仁,★,選,3.0,撤選
5992,111,1,515.0,210.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304546,3103035,作業系統,10333,柯明仁,★,選,3.0,撤選
5993,111,1,515.0,210.0,電資學院,電機工程系,電機三乙,2531,電機三丙,304546,3103035,作業系統,10333,柯明仁,★,選,3.0,撤選
5994,111,1,515.0,210.0,電資學院,電機工程系,電機三乙,2530,電機三乙,308791,3104024,機電整合,22963,龍仁光,★,選,3.0,
5995,111,1,515.0,210.0,電資學院,電機工程系,電機三乙,2531,電機三丙,308791,3104024,機電整合,22963,龍仁光,★,選,3.0,
5996,111,1,515.0,210.0,電資學院,電機工程系,電機三乙,2529,電機三甲,304543,3103016,電機機械(一),11980,林子喬,★,選,3.0,
5997,111,1,515.0,210.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304554,3103108,衛星科技與工程導論,12303,張致遠,★,選,3.0,
5998,111,1,515.0,210.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304560,3102093,微處理機實習,11215,黃明熙,★,選,1.0,
5999,111,1,515.0,210.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304564,3103034,數位系統,12356,劉俊麟,★,選,3.0,
6000,111,1,515.0,210.0,電資學院,電機工程系,電機三乙,2778,電機一乙,305672,1401041,物理,11495,施坤龍,▲,必,3.0,
6001,111,1,515.0,210.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304543,3103016,電機機械(一),11980,林子喬,★,選,3.0,
6002,111,1,515.0,210.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304559,3103064,訊號與系統,10981,郭天穎,▲,必,3.0,撤選
6003,111,1,515.0,210.0,電資學院,電機工程系,電機三乙,2531,電機三丙,304554,3103108,衛星科技與工程導論,12303,張致遠,★,選,3.0,
6004,111,1,516.0,880.0,電資學院,電機工程系,電機三乙,2529,電機三甲,304543,3103016,電機機械(一),11980,林子喬,★,選,3.0,
6005,111,1,516.0,880.0,電資學院,電機工程系,電機三乙,2529,電機三甲,304551,3103081,電磁學,21750,陳瑞鑫,★,選,3.0,撤選
6006,111,1,516.0,880.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304561,3103011,電力系統(一),10505,張朝陽,★,選,3.0,
6007,111,1,516.0,880.0,電資學院,電機工程系,電機三乙,2531,電機三丙,304543,3103016,電機機械(一),11980,林子喬,★,選,3.0,
6008,111,1,516.0,880.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304564,3103034,數位系統,12356,劉俊麟,★,選,3.0,
6009,111,1,516.0,880.0,電資學院,電機工程系,電機三乙,2647,博雅課程(二),309983,1418001,創新與創業,23915,吳奇靜,△,必,2.0,
6010,111,1,516.0,880.0,電資學院,電機工程系,電機三乙,2657,電機二丙,305194,3101082,電路學(一),10940,曾傳蘆,▲,必,3.0,
6011,111,1,516.0,880.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304560,3102093,微處理機實習,11215,黃明熙,★,選,1.0,
6012,111,1,516.0,880.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304559,3103064,訊號與系統,10981,郭天穎,▲,必,3.0,
6013,111,1,516.0,880.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304543,3103016,電機機械(一),11980,林子喬,★,選,3.0,
6014,111,1,516.0,880.0,電資學院,電機工程系,電機三乙,2886,博雅課程(十三),310104,1418002,創新思考,10821,林榮禾,△,必,2.0,
6015,111,1,516.0,880.0,電資學院,電機工程系,電機三乙,2530,電機三乙,304551,3103081,電磁學,21750,陳瑞鑫,★,選,3.0,撤選
6016,111,1,517.0,974.0,電資學院,電機工程系,電機三丙,2657,電機二丙,305195,3102081,電子學(一),11611,劉邦榮,▲,必,3.0,
6017,111,1,517.0,974.0,電資學院,電機工程系,電機三丙,2531,電機三丙,304543,3103016,電機機械(一),11980,林子喬,★,選,3.0,
6018,111,1,517.0,974.0,電資學院,電機工程系,電機三丙,2531,電機三丙,304578,3103064,訊號與系統,10661,呂振森,▲,必,3.0,
6019,111,1,517.0,974.0,電資學院,電機工程系,電機三丙,2887,博雅課程(十四),310112,1416016,營養、運動與健康,22640,施宛君,△,必,2.0,
6020,111,1,517.0,974.0,電資學院,電機工程系,電機三丙,2529,電機三甲,304543,3103016,電機機械(一),11980,林子喬,★,選,3.0,
6021,111,1,517.0,974.0,電資學院,電機工程系,電機三丙,2530,電機三乙,304543,3103016,電機機械(一),11980,林子喬,★,選,3.0,
6022,111,1,517.0,974.0,電資學院,電機工程系,電機三丙,2531,電機三丙,304580,3103011,電力系統(一),10505,張朝陽,★,選,3.0,
6023,111,1,517.0,974.0,電資學院,電機工程系,電機三丙,2531,電機三丙,304589,3103081,電磁學,11292,馬尚智,★,選,3.0,
6024,111,1,518.0,290.0,電資學院,電機工程系,電機三丙,2531,電機三丙,304589,3103081,電磁學,11292,馬尚智,★,選,3.0,
6025,111,1,518.0,290.0,電資學院,電機工程系,電機三丙,2531,電機三丙,304543,3103016,電機機械(一),11980,林子喬,★,選,3.0,
6026,111,1,518.0,290.0,電資學院,電機工程系,電機三丙,2531,電機三丙,304583,3103034,數位系統,12356,劉俊麟,★,選,3.0,
6027,111,1,518.0,290.0,電資學院,電機工程系,電機三丙,2531,電機三丙,304580,3103011,電力系統(一),10505,張朝陽,★,選,3.0,
6028,111,1,518.0,290.0,電資學院,電機工程系,電機三丙,2887,博雅課程(十四),310107,1412019,歷史名著選讀,24095,劉夏如,△,必,2.0,
6029,111,1,518.0,290.0,電資學院,電機工程系,電機三丙,2530,電機三乙,304543,3103016,電機機械(一),11980,林子喬,★,選,3.0,
6030,111,1,518.0,290.0,電資學院,電機工程系,電機三丙,2397,創新創業(大),309858,AA04056,職涯講座課程,11505,王貞淑,★,選,1.0,
6031,111,1,518.0,290.0,電資學院,電機工程系,電機三丙,2531,電機三丙,304578,3103064,訊號與系統,10661,呂振森,▲,必,3.0,
6032,111,1,518.0,290.0,電資學院,電機工程系,電機三丙,2531,電機三丙,304579,3102093,微處理機實習,12085,唐丞譽,★,選,1.0,
6033,111,1,518.0,290.0,電資學院,電機工程系,電機三丙,2529,電機三甲,304543,3103016,電機機械(一),11980,林子喬,★,選,3.0,
6034,111,1,518.0,290.0,電資學院,電機工程系,電機三丙,2884,博雅課程(十一),310086,1416025,人工智慧與量子計算應用介紹,11175,洪揮霖,△,必,2.0,
6035,111,1,518.0,290.0,電資學院,電機工程系,電機三丙,2531,電機三丙,304585,3103037,電力電子學,10461,陳文學,★,選,3.0,撤選
6036,111,1,519.0,1184.0,電資學院,電機工程系,電機三丙,2531,電機三丙,304579,3102093,微處理機實習,12085,唐丞譽,★,選,1.0,
6037,111,1,519.0,1184.0,電資學院,電機工程系,電機三丙,2531,電機三丙,304589,3103081,電磁學,11292,馬尚智,★,選,3.0,
6038,111,1,519.0,1184.0,電資學院,電機工程系,電機三丙,2887,博雅課程(十四),310113,1418008,創業之品牌管理與行銷,23725,陳月平,△,必,2.0,
6039,111,1,519.0,1184.0,電資學院,電機工程系,電機三丙,2684,資財二甲,305568,AB02004,管理學,23975,陳省三,▲,必,3.0,
6040,111,1,519.0,1184.0,電資學院,電機工程系,電機三丙,2884,博雅課程(十一),310081,1410082,音樂欣賞,22056,余貞儀,△,必,2.0,
6041,111,1,519.0,1184.0,電資學院,電機工程系,電機三丙,2529,電機三甲,304543,3103016,電機機械(一),11980,林子喬,★,選,3.0,
6042,111,1,519.0,1184.0,電資學院,電機工程系,電機三丙,2531,電機三丙,304583,3103034,數位系統,12356,劉俊麟,★,選,3.0,
6043,111,1,519.0,1184.0,電資學院,電機工程系,電機三丙,2530,電機三乙,304543,3103016,電機機械(一),11980,林子喬,★,選,3.0,
6044,111,1,519.0,1184.0,電資學院,電機工程系,電機三丙,2531,電機三丙,304580,3103011,電力系統(一),10505,張朝陽,★,選,3.0,
6045,111,1,519.0,1184.0,電資學院,電機工程系,電機三丙,2531,電機三丙,304543,3103016,電機機械(一),11980,林子喬,★,選,3.0,
6046,111,1,519.0,1184.0,電資學院,電機工程系,電機三丙,2531,電機三丙,304578,3103064,訊號與系統,10661,呂振森,▲,必,3.0,
6047,111,1,520.0,1237.0,電資學院,電機工程系,電機三丙,2531,電機三丙,304579,3102093,微處理機實習,12085,唐丞譽,★,選,1.0,
6048,111,1,520.0,1237.0,電資學院,電機工程系,電機三丙,2530,電機三乙,308791,3104024,機電整合,22963,龍仁光,★,選,3.0,
