CourseCode,CourseID,AcademicYear,Semester,CourseName,Period,Building,Classroom
3105059,306184,111,1,電力電子電路分析與設計,"四：5, 6, 7",第三教學大樓,三教402(e)
3105148,306202,111,1,高等電腦視覺,"四：5, 6, 7",第三教學大樓,三教403(e)
3105198,306218,111,1,人工智慧與機器學習,"一：5, 6, 7",第六教學大樓,六教325(e)
3615054,306265,111,1,進階C語言實務,"一：A, B, C",億光大樓,億光0612
3635042,306299,111,1,射頻量測技術,"五：5, 6, 7",第三教學大樓,三教109(e)
5905004,306893,111,1,樣式導向軟體設計,"一：5, 6, 7",第三教學大樓,三教401(e)
5905101,306896,111,1,演算法分析與設計,"二：5, 6, 7",第三教學大樓,三教302(e)
5905142,306910,111,1,軟體工程,"二：8　三：8, 9",第三教學大樓,三教302(e)
5905146,306911,111,1,嵌入式系統,"三：5, 6, 7",第三教學大樓,三教401(e)
A505111,307280,111,1,大稻埕文創講座,"一：6, 7, 8",第六教學大樓,六教326(e)
AB05090,307321,111,1,資訊安全與系統稽核,"五：2, 3, 4",第三教學大樓,三教401(e)
1400038,307487,111,1,英文溝通與應用(一),"三：5, 6　四：6",第三教學大樓,三教308(e)
1400038,307489,111,1,英文溝通與應用(一),"三：5, 6　四：6",第三教學大樓,三教505(e)
1400038,307490,111,1,英文溝通與應用(一),"二：7　四：1, 2",化學工程館,化工203
1400038,307491,111,1,英文溝通與應用(一),"二：7　四：1, 2",第二教學大樓,二教307(e)
1400038,307492,111,1,英文溝通與應用(一),"二：7　四：1, 2",化學工程館,化工101
1400038,307493,111,1,英文溝通與應用(一),"四：7　五：5, 6",化學工程館,化工305
1400038,307494,111,1,英文溝通與應用(一),"四：7　五：5, 6",第三教學大樓,三教302(e)
1400038,307498,111,1,英文溝通與應用(一),"二：7　四：1, 2",第二教學大樓,二教203(e)
1400038,307499,111,1,英文溝通與應用(一),"二：7　四：1, 2",第二教學大樓,二教303(e)
1400038,307507,111,1,英文溝通與應用(一),"四：8　五：3, 4",化學工程館,化工205
1400038,307508,111,1,英文溝通與應用(一),"二：7　四：1, 2",第二教學大樓,二教306(e)
1400038,307509,111,1,英文溝通與應用(一),"二：7　四：1, 2",化學工程館,化工205
1400038,307510,111,1,英文溝通與應用(一),"四：7　五：5, 6",第二教學大樓,二教301(e)
1400038,307511,111,1,英文溝通與應用(一),"二：7　四：1, 2",第一教學大樓,一教303(e)
1400038,307512,111,1,英文溝通與應用(一),"三：5, 6　四：6",第三教學大樓,三教408(e)
1400038,307516,111,1,英文溝通與應用(一),"三：7, 8　四：5",第三教學大樓,三教502(e)
1400038,307517,111,1,英文溝通與應用(一),"四：7　五：5, 6",第三教學大樓,三教308(e)
3302034,308772,111,1,電工原理,"一：9　二：8, 9",第三教學大樓,三教201(e)
3312109,308773,111,1,冶金學,"三：A, B, C",第一教學大樓,一教1F(e)
3324127,308774,111,1,陶瓷製程,"三：2, 3, 4",第三教學大樓,三教509(e)
3315133,308777,111,1,半導體製程,"一：3, 4　四：7",第三教學大樓,三教109(e)
3104024,308791,111,1,機電整合,"五：2, 3, 4",第三教學大樓,三教402(e)
3105118,308800,111,1,永磁同步電動機之理論與控制,"四：2, 3, 4",第三教學大樓,三教502(e)
3105204,308804,111,1,電腦輔助積體電路系統設計實務,"五：2, 3, 4",第三教學大樓,三教403(e)
3105087,308805,111,1,高等類比積體電路設計,"二：6, 7, 8",第三教學大樓,三教501(e)
3104130,308806,111,1,機器學習基礎,"五：2, 3, 4",第三教學大樓,三教406(e)
3104104,308809,111,1,機器人與自動化應用,"四：2, 3, 4",第三教學大樓,三教503(e)
3324114,308839,111,1,炸藥與爆破,"三：5, 6　四：9",第三教學大樓,三教201(e)
3324145,308840,111,1,固體廢棄物處理,"一：7　二：5, 6",第三教學大樓,三教203(e)
5902301,308846,111,1,數據通訊系統概論,"一：2　五：7, 8",第二教學大樓,二教201(e)
5903323,308849,111,1,巨量資料分析導論,"一：5, 6　三：7",第二教學大樓,二教305(e)
5905141,308851,111,1,電腦視覺,"一：2, 3, 4",第三教學大樓,三教403(e)
5905176,308855,111,1,電腦動畫,"五：5, 6, 7",第三教學大樓,三教301(e)
0460003,308858,111,1,教育服務學習,"三：3, 4",第三教學大樓,三教306(e)
0461005,308859,111,1,職業教育與訓練,三：9,第一教學大樓,一教301
0461102,308860,111,1,教育心理學,"一：3, 4",第二教學大樓,二教301(e)
0462006,308861,111,1,輔導原理與實務,"三：7, 8",第三教學大樓,三教403(e)
0462102,308862,111,1,課程設計與教學,"一：1, 2",第二教學大樓,二教301(e)
0463038,308868,111,1,電機與電子群教材教法,"二：A, B",第一教學大樓,一教303(e)
0461023,308872,111,1,特殊教育概論,"四：A, B, C",第一教學大樓,一教303(e)
0462005,308874,111,1,教育社會學,"三：1, 2",第二教學大樓,二教306(e)
4403011,308889,111,1,鐵道產業導論,"四：5, 6, 7",第三教學大樓,三教301(e)
4404141,308890,111,1,科技論文表達,"一：5, 6, 7",第六教學大樓,六教327(e)
3002052,308911,111,1,應用電子學,"五：2, 3, 4",第三教學大樓,三教407(e)
3004064,308930,111,1,IC 製程,"一：2, 3, 4",第三教學大樓,三教406(e)
3004130,308938,111,1,鐵道號誌與行車控制系統,"六：2, 3, 4",億光大樓,億光0612
3004011,308947,111,1,生產管理,"五：5, 6, 7",第三教學大樓,三教303(e)
0460008,308959,111,1,教育議題專題,"四：3, 4",第三教學大樓,三教504(e)
C300001,308978,111,1,設計實作,"三：2, 3, 4",第三教學大樓,三教511(e)
3833025,308981,111,1,數位表現技法(一),"五：7, 8, 9",第三教學大樓,三教306(e)
C104007,308987,111,1,離岸風機支撐結構分析與設計,"一：5, 6, 7",第三教學大樓,三教306(e)
C103003,308988,111,1,先進材料化學特論,"五：N, 5, 6",第二教學大樓,二教203(e)
AC03516,308992,111,1,智慧空間互動程式設計,"五：5, 6, 7",第二教學大樓,二教306(e)
AC13504,308993,111,1,行動裝置遊戲設計企劃,"二：8, 9, A",第三教學大樓,三教311(e)
5904302,309039,111,1,軟體工程,"二：8　三：8, 9",化學工程館,化工203
5904347,309040,111,1,演算法分析與設計,"二：5, 6, 7",化學工程館,化工105
5904313,309042,111,1,數位影像處理,"一：8, 9　三：2",第二教學大樓,二教301(e)
5904374,309043,111,1,網路安全與滲透測試,"三：2, 3, 4",第六教學大樓,六教226(e)
5904375,309044,111,1,軟體安全與逆向工程,"二：5, 6, 7",化學工程館,化工305
5905202,309046,111,1,網路安全與滲透測試,"三：2, 3, 4",第六教學大樓,六教227(e)
5905203,309047,111,1,軟體安全與逆向工程,"二：5, 6, 7",第三教學大樓,三教401(e)
5904315,309048,111,1,人工智慧,"二：8, 9　五：2",第二教學大樓,二教203(e)
3842009,309061,111,1,速寫（一）,"一：A, B",第二教學大樓,二教202(e)
5905123,309068,111,1,密碼學,"三：5, 6, 7",第三教學大樓,三教302(e)
5904136,309071,111,1,網路安全,"三：8　五：5, 6",第二教學大樓,二教305(e)
5905190,309080,111,1,嵌入式智慧影像分析與實境界面,"四：2, 3, 4",第三教學大樓,三教505(e)
1404006,309081,111,1,國文,"一：5, 6",第六教學大樓,六教426(e)
1404006,309082,111,1,國文,"四：A, B",第二教學大樓,二教301(e)
1404006,309084,111,1,國文,"一：A, B",第二教學大樓,二教203(e)
1401036,309088,111,1,微積分及演習,"六：1, 2, 3, 4",第一教學大樓,一教302(e)
1401036,309089,111,1,微積分及演習,"一：A, B　二：A, B",第一教學大樓,一教301
3402034,309115,111,1,環境生態學,"三：5, 6",第三教學大樓,三教307(e)
3534081,309163,111,1,民生化學,"五：5, 6",化學工程館,化工105
5105059,309184,111,1,分子模擬,"二：7, 8, 9",第三教學大樓,三教411(e)
AC06206,309191,111,1,遊戲媒體設計,"五：5, 6, 7",第三教學大樓,三教309(e)
6504109,309210,111,1,光電系統設計,"五：7, 8, 9",第二教學大樓,二教202(e)
3002056,309225,111,1,數位電路,"二：5, 6, 7",第三教學大樓,三教311(e)
1400038,309235,111,1,英文溝通與應用(一),"三：5, 6　四：6",第三教學大樓,三教409(e)
3004125,309238,111,1,人工智能機器學習,"五：2, 3, 4",第三教學大樓,三教408(e)
3003106,309245,111,1,精實製造工程,"三：4　四：7, 8",第三教學大樓,三教411(e)
3723061,309293,111,1,網路創業與管理,"五：8, 9, A",第二教學大樓,二教207(e)
3722008,309294,111,1,電商多媒體設計實務,"三：5, 6, 7",第三教學大樓,三教303(e)
3713026,309296,111,1,智慧營運管理,"三：8, 9, A",第三教學大樓,三教303(e)
3603091,309297,111,1,行動通訊導論,"二：5, 6, 7",第三教學大樓,三教201(e)
3604122,309298,111,1,人體解剖學及生理學,"五：3, 4, N",第二教學大樓,二教207(e)
3604141,309299,111,1,新世代網路,"五：5, 6, 7",第二教學大樓,二教307(e)
3603054,309306,111,1,線性代數,"六：2, 3, 4",第一教學大樓,一教303(e)
3604055,309308,111,1,超大型積體電路設計,"二：8, 9, A",第二教學大樓,二教204(e)
3602050,309328,111,1,資料結構,"五：A, B, C",第一教學大樓,一教301
3615018,309330,111,1,VLSI訊號處理架構設計,"二：5, 6, 7",第三教學大樓,三教503(e)
3615050,309333,111,1,深度學習應用開發實務,"二：5, 6, 7",第三教學大樓,三教308(e)
3603053,309349,111,1,複變函數,"二：8, 9, A",第二教學大樓,二教305(e)
5403107,309364,111,1,經貿英文,"一：7, 8, 9",第三教學大樓,三教406(e)
3604171,309411,111,1,全端網頁軟體系統實作,"五：5, 6, 7",第二教學大樓,二教303(e)
6504582,309432,111,1,深度學習與物聯網應用,"五：7, 8, 9",第二教學大樓,二教203(e)
3002815,309433,111,1,資訊安全,"一：8, 9, A",第三教學大樓,三教306(e)
6504591,309436,111,1,生醫光電儀器學,"五：5, 6, 7",第三教學大樓,三教311(e)
1001001,309443,111,1,體育,"三：A, B",億光大樓,億光0612
1004001,309446,111,1,體育,"六：1, 2",第一教學大樓,一教1F(e)
1004001,309447,111,1,體育,"六：3, 4",第一教學大樓,一教1F(e)
1001002,309448,111,1,體育,"三：1, 2",化學工程館,化工101
1001002,309449,111,1,體育,"三：1, 2",第三教學大樓,三教211(e)
1001002,309452,111,1,體育,"三：1, 2",第三教學大樓,三教308(e)
1001002,309453,111,1,體育,"三：1, 2",第三教學大樓,三教302(e)
1001002,309454,111,1,體育,"三：1, 2",第三教學大樓,三教209(e)
1001002,309455,111,1,體育,"四：1, 2",化學工程館,化工105
1001002,309460,111,1,體育,"四：1, 2",第三教學大樓,三教203(e)
1001002,309461,111,1,體育,"四：1, 2",第二教學大樓,二教304(e)
1001002,309462,111,1,體育,"五：1, 2",第二教學大樓,二教205(e)
1001002,309463,111,1,體育,"五：1, 2",第二教學大樓,二教204(e)
1001002,309464,111,1,體育,"五：1, 2",第二教學大樓,二教305(e)
1001002,309465,111,1,體育,"五：1, 2",第二教學大樓,二教301(e)
1001002,309466,111,1,體育,"五：1, 2",第二教學大樓,二教307(e)
1001002,309467,111,1,體育,"五：1, 2",第二教學大樓,二教206(e)
1001002,309469,111,1,體育,"三：3, 4",第二教學大樓,二教207(e)
1001002,309470,111,1,體育,"三：3, 4",第二教學大樓,二教304(e)
1001002,309471,111,1,體育,"三：3, 4",第二教學大樓,二教306(e)
1001002,309472,111,1,體育,"三：3, 4",第二教學大樓,二教302(e)
1001002,309473,111,1,體育,"三：3, 4",第二教學大樓,二教205(e)
1001002,309474,111,1,體育,"三：3, 4",第三教學大樓,三教203(e)
1001002,309475,111,1,體育,"四：3, 4",第二教學大樓,二教304(e)
1001002,309476,111,1,體育,"四：3, 4",第三教學大樓,三教311(e)
1001002,309477,111,1,體育,"四：3, 4",第三教學大樓,三教207(e)
1001002,309478,111,1,體育,"四：3, 4",第三教學大樓,三教109(e)
1001002,309479,111,1,體育,"四：3, 4",化學工程館,化工105
1001002,309480,111,1,體育,"四：3, 4",第三教學大樓,三教309(e)
1001002,309481,111,1,體育,"五：3, 4",化學工程館,化工101
1001002,309483,111,1,體育,"五：3, 4",第二教學大樓,二教307(e)
1001002,309485,111,1,體育,"五：3, 4",化學工程館,化工203
6504581,309502,111,1,光纖感測,"一：2, 3, 4",化學工程館,化工305
3501014,309528,111,1,科技日文,"五：7, 8",化學工程館,化工203
5904301,309540,111,1,網路程式設計,"三：5, 6, 7",第三教學大樓,三教208(e)
AB03019,309552,111,1,金融科技,"四：2, 3, 4",第三教學大樓,三教507(e)
AB03004,309554,111,1,電子商務,"三：7, 8, 9",第三教學大樓,三教109(e)
AB03038,309555,111,1,網路與系統安全,"三：2, 3, 4",第六教學大樓,六教325(e)
1001002,309587,111,1,體育,"一：6, 7",第六教學大樓,六教427(e)
1001002,309590,111,1,體育,"一：6, 7",第三教學大樓,三教208(e)
1001002,309591,111,1,體育,"一：6, 7",第三教學大樓,三教311(e)
1001002,309595,111,1,體育,"二：6, 7",第二教學大樓,二教204(e)
1001002,309597,111,1,體育,"二：6, 7",第二教學大樓,二教301(e)
1001002,309599,111,1,體育,"二：6, 7",第二教學大樓,二教304(e)
1001002,309600,111,1,體育,"二：6, 7",第二教學大樓,二教202(e)
1001002,309601,111,1,體育,"二：6, 7",第二教學大樓,二教305(e)
1001002,309602,111,1,體育,"二：6, 7",第三教學大樓,三教209(e)
1001002,309603,111,1,體育,"三：6, 7",第三教學大樓,三教311(e)
1001002,309606,111,1,體育,"三：6, 7",第三教學大樓,三教506(e)
1001002,309607,111,1,體育,"三：6, 7",第三教學大樓,三教402(e)
1001002,309608,111,1,體育,"三：6, 7",第三教學大樓,三教507(e)
1001002,309611,111,1,體育,"四：6, 7",第三教學大樓,三教303(e)
1001002,309612,111,1,體育,"四：6, 7",第二教學大樓,二教302(e)
1001002,309614,111,1,體育,"四：6, 7",第三教學大樓,三教201(e)
1001002,309616,111,1,體育,"四：6, 7",第三教學大樓,三教406(e)
1001002,309617,111,1,體育,"四：6, 7",第三教學大樓,三教306(e)
1001002,309618,111,1,體育,"四：6, 7",第三教學大樓,三教211(e)
1001002,309619,111,1,體育,"五：6, 7",第三教學大樓,三教307(e)
1001002,309621,111,1,體育,"五：6, 7",第二教學大樓,二教304(e)
1001002,309623,111,1,體育,"五：6, 7",第三教學大樓,三教402(e)
1001002,309624,111,1,體育,"五：6, 7",第三教學大樓,三教403(e)
1001002,309626,111,1,體育,"一：8, 9",第二教學大樓,二教304(e)
1001002,309627,111,1,體育,"一：8, 9",第二教學大樓,二教206(e)
1001002,309628,111,1,體育,"一：8, 9",第二教學大樓,二教306(e)
1001002,309629,111,1,體育,"一：8, 9",第三教學大樓,三教301(e)
1001002,309630,111,1,體育,"一：8, 9",化學工程館,化工105
1001002,309631,111,1,體育,"一：8, 9",化學工程館,化工203
1001002,309632,111,1,體育,"二：8, 9",化學工程館,化工205
1001002,309633,111,1,體育,"二：8, 9",化學工程館,化工101
1001002,309634,111,1,體育,"二：8, 9",第二教學大樓,二教306(e)
1001002,309635,111,1,體育,"二：8, 9",化學工程館,化工305
1001002,309636,111,1,體育,"二：8, 9",第三教學大樓,三教208(e)
1001002,309637,111,1,體育,"二：8, 9",第二教學大樓,二教307(e)
1001002,309638,111,1,體育,"三：8, 9",第二教學大樓,二教205(e)
1001002,309639,111,1,體育,"三：8, 9",化學工程館,化工305
1001002,309640,111,1,體育,"三：8, 9",第二教學大樓,二教207(e)
1001002,309641,111,1,體育,"三：8, 9",化學工程館,化工105
1001002,309642,111,1,體育,"三：8, 9",第二教學大樓,二教103(e)
1001002,309643,111,1,體育,"三：8, 9",化學工程館,化工205
1001002,309644,111,1,體育,"四：8, 9",第一教學大樓,一教302(e)
1001002,309645,111,1,體育,"四：8, 9",第二教學大樓,二教302(e)
1001002,309646,111,1,體育,"四：8, 9",第二教學大樓,二教207(e)
1001002,309647,111,1,體育,"四：8, 9",第二教學大樓,二教307(e)
1001002,309648,111,1,體育,"四：8, 9",第二教學大樓,二教301(e)
1001002,309649,111,1,體育,"四：8, 9",第二教學大樓,二教303(e)
1001002,309650,111,1,體育,"五：8, 9",第三教學大樓,三教201(e)
1001002,309651,111,1,體育,"五：8, 9",億光大樓,億光0612
1001002,309652,111,1,體育,"五：8, 9",第二教學大樓,二教306(e)
1001002,309653,111,1,體育,"五：8, 9",化學工程館,化工205
1001002,309655,111,1,體育,"五：8, 9",第二教學大樓,二教205(e)
AA04055,309686,111,1,學術英語口說與寫作,"一：5, 6",第三教學大樓,三教408(e)
AA04055,309687,111,1,學術英語口說與寫作,"一：A, B",第一教學大樓,一教302(e)
AA04055,309688,111,1,學術英語口說與寫作,"二：A, B",第二教學大樓,二教307(e)
AA04055,309689,111,1,學術英語口說與寫作,"四：5, 6",第三教學大樓,三教207(e)
1400505,309690,111,1,職場英文溝通,"二：8, 9",第三教學大樓,三教402(e)
1400505,309691,111,1,職場英文溝通,"三：3, 4",第三教學大樓,三教307(e)
1400505,309692,111,1,職場英文溝通,"四：6, 7",第二教學大樓,二教303(e)
1400520,309693,111,1,語文測驗(一),"三：1, 2",第三教學大樓,三教206(e)
1400520,309694,111,1,語文測驗(一),"二：5, 6",化學工程館,化工205
1400520,309695,111,1,語文測驗(一),"四：1, 2",第三教學大樓,三教109(e)
1400520,309696,111,1,語文測驗(一),"四：3, 4",第三教學大樓,三教506(e)
1400520,309697,111,1,語文測驗(一),"四：5, 6",化學工程館,化工305
1400520,309698,111,1,語文測驗(一),"三：5, 6",第三教學大樓,三教109(e)
1400520,309699,111,1,語文測驗(一),"四：1, 2",第二教學大樓,二教207(e)
1400520,309700,111,1,語文測驗(一),"二：5, 6",第三教學大樓,三教206(e)
1400520,309701,111,1,語文測驗(一),"三：5, 6",第三教學大樓,三教209(e)
1400521,309702,111,1,語文測驗(二),"一：8, 9",化學工程館,化工205
1400523,309703,111,1,語文測驗(四),"二：7, 8",第三教學大樓,三教211(e)
1400523,309704,111,1,語文測驗(四),"二：8, 9",第三教學大樓,三教209(e)
1410202,309733,111,1,微積分輔導課程,一：A,第二教學大樓,二教306(e)
1410202,309735,111,1,微積分輔導課程,四：A,第二教學大樓,二教201(e)
1410202,309736,111,1,微積分輔導課程,二：A,第二教學大樓,二教103(e)
AA01003,309737,111,1,國際觀培養:韓文(一),"一：3, 4",第三教學大樓,三教408(e)
AA01006,309739,111,1,國際觀培養:馬來文化與語言,"三：3, 4",第三教學大樓,三教303(e)
AA01011,309740,111,1,國際觀培養:德文(一),"三：3, 4",第三教學大樓,三教311(e)
AA01013,309741,111,1,國際觀培養:法文(一),"一：1, 2",化學工程館,化工101
AA04001,309743,111,1,國際觀培養:印尼文化與語言,"三：5, 6",第三教學大樓,三教309(e)
AA04015,309746,111,1,國際觀培養:越南文化與語言(二),"一：5, 6",第三教學大樓,三教201(e)
AA04019,309747,111,1,國際觀培養:日語與文化(一),"三：5, 6",第三教學大樓,三教206(e)
AA04023,309748,111,1,國際觀培養:日語與文化(二),"三：7, 8",第三教學大樓,三教201(e)
AA04028,309749,111,1,國際觀培養:越南文化與語言(一),"一：3, 4",第二教學大樓,二教204(e)
AA04043,309750,111,1,國際觀培養:德文(二),"三：5, 6",第三教學大樓,三教403(e)
AA01015,309755,111,1,國際觀培養:法文(二),"一：3, 4",化學工程館,化工203
3105006,309793,111,1,電子電路分析與設計,"二：5, 6, 7",第三教學大樓,三教504(e)
5703110,309794,111,1,創業講座—創業是一場馬拉松,三：A,第三教學大樓,三教109(e)
AA02005,309857,111,1,人本設計：創新創業設計思考跨域,"二：5, 6",化學工程館,化工203
AA04056,309858,111,1,職涯講座課程,三：A,化學工程館,化工203
6504573,309881,111,1,半導體元件物理含實習,"三：2, 3, 4",第六教學大樓,六教326(e)
5703119,309882,111,1,數位組織與轉型,"一：5, 6, 7",化學工程館,化工305
5704021,309887,111,1,企業經營與診斷,"四：N, 5, 6",第一教學大樓,一教303(e)
9904001,309919,111,1,行動通訊,"四：A, B, C",第二教學大樓,二教202(e)
9904004,309920,111,1,模糊控制,"一：2, 3, 4",第二教學大樓,二教306(e)
9904005,309921,111,1,圖形識別,"三：2, 3, 4",第六教學大樓,六教327(e)
1418003,309927,111,1,創業概論,"五：5, 6",第一教學大樓,一教303(e)
1410196,309928,111,1,統計與生活,"五：7, 8",第二教學大樓,二教204(e)
1418001,309938,111,1,創新與創業,"一：5, 6",第三教學大樓,三教209(e)
1411022,309940,111,1,音樂概論,"二：5, 6",第二教學大樓,二教307(e)
1410171,309949,111,1,哲學入門,"一：1, 2",第二教學大樓,二教303(e)
1411022,309950,111,1,音樂概論,"一：1, 2",第二教學大樓,二教304(e)
1412013,309951,111,1,戰爭影像與戰爭史,"一：1, 2",第二教學大樓,二教205(e)
1410142,309952,111,1,心理與人生,"一：1, 2",第二教學大樓,二教305(e)
1415001,309953,111,1,經濟學概論,"一：1, 2",第二教學大樓,二教202(e)
1415021,309954,111,1,親密關係,"一：1, 2",第二教學大樓,二教206(e)
1416012,309955,111,1,邏輯推理與應用,"一：1, 2",第二教學大樓,二教203(e)
1416013,309956,111,1,生態與環保,"一：1, 2",第一教學大樓,一教303(e)
1418001,309957,111,1,創新與創業,"一：1, 2",第二教學大樓,二教204(e)
1418013,309958,111,1,APP 設計入門與應用,"一：1, 2",第二教學大樓,二教207(e)
1410081,309959,111,1,藝術概論,"一：3, 4",第二教學大樓,二教305(e)
1411022,309960,111,1,音樂概論,"一：3, 4",第三教學大樓,三教409(e)
1412021,309961,111,1,臺灣近現代戰爭史,"一：3, 4",第二教學大樓,二教303(e)
1410044,309962,111,1,經濟變遷與發展,"一：3, 4",第三教學大樓,三教411(e)
1415001,309963,111,1,經濟學概論,"一：3, 4",第三教學大樓,三教501(e)
1415021,309965,111,1,親密關係,"一：3, 4",第三教學大樓,三教209(e)
1416012,309966,111,1,邏輯推理與應用,"一：3, 4",第二教學大樓,二教304(e)
1418013,309968,111,1,APP 設計入門與應用,"一：3, 4",第三教學大樓,三教502(e)
1415009,309969,111,1,領導概論,"一：5, 6",第三教學大樓,三教504(e)
1410081,309970,111,1,藝術概論,"一：5, 6",第三教學大樓,三教301(e)
1410082,309971,111,1,音樂欣賞,"一：5, 6",第三教學大樓,三教502(e)
1412018,309972,111,1,台灣歷史與文化,"一：5, 6",第三教學大樓,三教109(e)
1410145,309973,111,1,智慧財產權,"一：5, 6",第三教學大樓,三教211(e)
1410175,309975,111,1,婚姻與家庭,"一：5, 6",第六教學大樓,六教525(e)
1416004,309976,111,1,生命科學概論,"一：5, 6",第三教學大樓,三教207(e)
1416019,309977,111,1,Python程式設計概論與應用,"一：5, 6",第三教學大樓,三教308(e)
1411002,309979,111,1,文學概論,"二：5, 6",化學工程館,化工101
1410145,309980,111,1,智慧財產權,"二：5, 6",第三教學大樓,三教306(e)
1410170,309981,111,1,膳食與生活,"二：5, 6",第三教學大樓,三教309(e)
1416004,309982,111,1,生命科學概論,"二：5, 6",第三教學大樓,三教207(e)
1418001,309983,111,1,創新與創業,"二：5, 6",第三教學大樓,三教211(e)
1418004,309984,111,1,創業與財務概論,"二：5, 6",第三教學大樓,三教303(e)
1410171,309985,111,1,哲學入門,"三：1, 2",第三教學大樓,三教207(e)
1411021,309986,111,1,生活美學,"三：1, 2",第三教學大樓,三教201(e)
1415017,309987,111,1,職場倫理,"三：1, 2",第三教學大樓,三教303(e)
1410088,309988,111,1,法學概論,"三：1, 2",化學工程館,化工203
1410142,309989,111,1,心理與人生,"三：1, 2",第三教學大樓,三教306(e)
1415002,309990,111,1,社會學概論,"三：1, 2",第三教學大樓,三教307(e)
1416002,309991,111,1,現代科技概論,"三：1, 2",第二教學大樓,二教307(e)
1416019,309992,111,1,Python程式設計概論與應用,"三：1, 2",第二教學大樓,二教305(e)
1418003,309993,111,1,創業概論,"三：1, 2",第二教學大樓,二教303(e)
1418004,309994,111,1,創業與財務概論,"三：1, 2",化學工程館,化工205
1418009,309995,111,1,創業與國際貿易,"三：1, 2",第二教學大樓,二教207(e)
1410171,309996,111,1,哲學入門,"三：3, 4",第三教學大樓,三教201(e)
1410231,309997,111,1,生命教育,"三：3, 4",第二教學大樓,二教301(e)
1411021,309998,111,1,生活美學,"三：3, 4",化學工程館,化工101
1412015,309999,111,1,台灣物質史,"三：3, 4",第二教學大樓,二教305(e)
1410054,310000,111,1,當代社會問題探討,"三：3, 4",第三教學大樓,三教109(e)
1410142,310001,111,1,心理與人生,"三：3, 4",化學工程館,化工203
1410192,310002,111,1,溝通管理,"三：3, 4",第三教學大樓,三教208(e)
1415013,310003,111,1,攝影與社會,"三：3, 4",第二教學大樓,二教307(e)
1416019,310004,111,1,Python程式設計概論與應用,"三：3, 4",第二教學大樓,二教204(e)
1418002,310005,111,1,創新思考,"三：3, 4",第三教學大樓,三教207(e)
1410085,310007,111,1,歌劇欣賞,"四：1, 2",第二教學大樓,二教302(e)
1410101,310008,111,1,藝術欣賞,"四：1, 2",第一教學大樓,一教301
1411015,310009,111,1,愛情與文學,"四：1, 2",第二教學大樓,二教202(e)
1410042,310010,111,1,國際關係,"四：1, 2",第二教學大樓,二教301(e)
1410068,310011,111,1,人際關係,"四：1, 2",第二教學大樓,二教206(e)
1415021,310012,111,1,親密關係,"四：1, 2",第二教學大樓,二教201(e)
1410103,310013,111,1,植物與糧食,"四：1, 2",第一教學大樓,一教1F(e)
1416013,310014,111,1,生態與環保,"四：1, 2",第二教學大樓,二教103(e)
1418009,310015,111,1,創業與國際貿易,"四：1, 2",第二教學大樓,二教205(e)
1410101,310017,111,1,藝術欣賞,"四：5, 6",第三教學大樓,三教109(e)
1410206,310018,111,1,台灣科技發展史,"四：5, 6",第三教學大樓,三教302(e)
1410068,310020,111,1,人際關係,"四：5, 6",化學工程館,化工203
1410170,310021,111,1,膳食與生活,"四：5, 6",第二教學大樓,二教305(e)
1416020,310022,111,1,都市化與自然生態,"四：5, 6",第三教學大樓,三教309(e)
1418015,310024,111,1,人工智慧概論,"四：5, 6",第二教學大樓,二教304(e)
1410206,310026,111,1,台灣科技發展史,"五：1, 2",第二教學大樓,二教201(e)
1413001,310027,111,1,倫理學概論,"五：1, 2",第二教學大樓,二教304(e)
1410053,310028,111,1,民法概要,"五：1, 2",第二教學大樓,二教202(e)
1410240,310030,111,1,勞動法,"五：1, 2",第一教學大樓,一教303(e)
1410104,310031,111,1,醫學與生活,"五：1, 2",化學工程館,化工205
1416018,310032,111,1,健康促進與危急救護,"五：1, 2",第二教學大樓,二教302(e)
1418003,310033,111,1,創業概論,"五：1, 2",第二教學大樓,二教207(e)
3604154,310034,111,1,科技新創事業與行銷策略,"三：9, A, B",第二教學大樓,二教303(e)
9100123,310056,111,1,刑法總則,"二：A, B",第二教學大樓,二教201(e)
9100145,310057,111,1,行政法,"一：C, D",第一教學大樓,一教302(e)
9100149,310058,111,1,民法債編,"五：C, D",第一教學大樓,一教302(e)
1410193,310062,111,1,網路法律問題探討,"三：7, 8",第三教學大樓,三教307(e)
1411019,310074,111,1,管弦樂漫談,"一：7, 8",第三教學大樓,三教308(e)
1411021,310075,111,1,生活美學,"一：7, 8",第三教學大樓,三教307(e)
1410087,310076,111,1,時間學,"一：7, 8",第三教學大樓,三教207(e)
1410106,310077,111,1,媒體與社會,"一：7, 8",第三教學大樓,三教303(e)
1416021,310078,111,1,病毒學概論,"一：7, 8",第二教學大樓,二教305(e)
1418002,310079,111,1,創新思考,"一：7, 8",第三教學大樓,三教201(e)
1410039,310080,111,1,論語,"三：5, 6",第二教學大樓,二教205(e)
1410082,310081,111,1,音樂欣賞,"三：5, 6",化學工程館,化工203
1410128,310082,111,1,台灣的歷史與古蹟,"三：5, 6",化學工程館,化工205
1410175,310083,111,1,婚姻與家庭,"三：5, 6",第三教學大樓,三教306(e)
1414001,310084,111,1,憲法與人權,"三：5, 6",第二教學大樓,二教304(e)
1414003,310085,111,1,資訊法律,"三：5, 6",第三教學大樓,三教301(e)
